2026-07-07T15:04:20 carbon_intensity: 2022-01-01T00:00:00Z -> 2022-01-04T00:00:00Z, rows=72
2026-07-07T15:50:14 renewable_percentage: 2022-01-28T00:00:00Z -> 2022-01-31T00:00:00Z, rows=72
2026-07-07T15:50:19 renewable_percentage: 2022-01-31T00:00:00Z -> 2022-02-03T00:00:00Z, rows=72
2026-07-07T15:50:25 renewable_percentage: 2022-02-03T00:00:00Z -> 2022-02-06T00:00:00Z, rows=72
2026-07-07T15:50:32 renewable_percentage: 2022-02-06T00:00:00Z -> 2022-02-09T00:00:00Z, rows=72
2026-07-07T15:50:37 renewable_percentage: 2022-02-09T00:00:00Z -> 2022-02-12T00:00:00Z, rows=72
2026-07-07T15:50:42 renewable_percentage: 2022-02-12T00:00:00Z -> 2022-02-15T00:00:00Z, rows=72
2026-07-07T15:50:46 renewable_percentage: 2022-02-15T00:00:00Z -> 2022-02-18T00:00:00Z, rows=72
2026-07-07T15:50:51 renewable_percentage: 2022-02-18T00:00:00Z -> 2022-02-21T00:00:00Z, rows=72
2026-07-07T15:50:55 renewable_percentage: 2022-02-21T00:00:00Z -> 2022-02-24T00:00:00Z, rows=72
2026-07-07T15:51:00 renewable_percentage: 2022-02-24T00:00:00Z -> 2022-02-27T00:00:00Z, rows=72
2026-07-07T15:51:04 renewable_percentage: 2022-02-27T00:00:00Z -> 2022-03-02T00:00:00Z, rows=72
2026-07-07T15:51:09 renewable_percentage: 2022-03-02T00:00:00Z -> 2022-03-05T00:00:00Z, rows=72
2026-07-07T15:51:14 renewable_percentage: 2022-03-05T00:00:00Z -> 2022-03-08T00:00:00Z, rows=72
2026-07-07T15:51:18 renewable_percentage: 2022-03-08T00:00:00Z -> 2022-03-11T00:00:00Z, rows=72
2026-07-07T15:51:23 renewable_percentage: 2022-03-11T00:00:00Z -> 2022-03-14T00:00:00Z, rows=72
2026-07-07T15:51:29 renewable_percentage: 2022-03-14T00:00:00Z -> 2022-03-17T00:00:00Z, rows=72
2026-07-07T15:51:35 renewable_percentage: 2022-03-17T00:00:00Z -> 2022-03-20T00:00:00Z, rows=72
2026-07-07T15:51:41 renewable_percentage: 2022-03-20T00:00:00Z -> 2022-03-23T00:00:00Z, rows=72
2026-07-07T15:51:46 renewable_percentage: 2022-03-23T00:00:00Z -> 2022-03-26T00:00:00Z, rows=72
2026-07-07T15:51:50 renewable_percentage: 2022-03-26T00:00:00Z -> 2022-03-29T00:00:00Z, rows=72
2026-07-07T15:51:54 renewable_percentage: 2022-03-29T00:00:00Z -> 2022-04-01T00:00:00Z, rows=72
2026-07-07T15:52:00 renewable_percentage: 2022-04-01T00:00:00Z -> 2022-04-04T00:00:00Z, rows=72
2026-07-07T15:52:04 renewable_percentage: 2022-04-04T00:00:00Z -> 2022-04-07T00:00:00Z, rows=72
2026-07-07T15:52:11 renewable_percentage: 2022-04-07T00:00:00Z -> 2022-04-10T00:00:00Z, rows=72
2026-07-07T15:52:16 renewable_percentage: 2022-04-10T00:00:00Z -> 2022-04-13T00:00:00Z, rows=72
2026-07-07T15:52:20 renewable_percentage: 2022-04-13T00:00:00Z -> 2022-04-16T00:00:00Z, rows=72
2026-07-07T15:52:26 renewable_percentage: 2022-04-16T00:00:00Z -> 2022-04-19T00:00:00Z, rows=72
2026-07-07T15:52:30 renewable_percentage: 2022-04-19T00:00:00Z -> 2022-04-22T00:00:00Z, rows=72
2026-07-07T15:52:36 renewable_percentage: 2022-04-22T00:00:00Z -> 2022-04-25T00:00:00Z, rows=72
2026-07-07T15:52:42 renewable_percentage: 2022-04-25T00:00:00Z -> 2022-04-28T00:00:00Z, rows=72
2026-07-07T15:52:46 renewable_percentage: 2022-04-28T00:00:00Z -> 2022-05-01T00:00:00Z, rows=72
2026-07-07T15:52:51 renewable_percentage: 2022-05-01T00:00:00Z -> 2022-05-04T00:00:00Z, rows=72
2026-07-07T15:52:58 renewable_percentage: 2022-05-04T00:00:00Z -> 2022-05-07T00:00:00Z, rows=72
2026-07-07T15:53:05 renewable_percentage: 2022-05-07T00:00:00Z -> 2022-05-10T00:00:00Z, rows=72
2026-07-07T15:53:10 renewable_percentage: 2022-05-10T00:00:00Z -> 2022-05-13T00:00:00Z, rows=72
2026-07-07T15:53:14 renewable_percentage: 2022-05-13T00:00:00Z -> 2022-05-16T00:00:00Z, rows=72
2026-07-07T15:53:18 renewable_percentage: 2022-05-16T00:00:00Z -> 2022-05-19T00:00:00Z, rows=72
2026-07-07T15:53:24 renewable_percentage: 2022-05-19T00:00:00Z -> 2022-05-22T00:00:00Z, rows=72
2026-07-07T15:53:30 renewable_percentage: 2022-05-22T00:00:00Z -> 2022-05-25T00:00:00Z, rows=72
2026-07-07T15:53:36 renewable_percentage: 2022-05-25T00:00:00Z -> 2022-05-28T00:00:00Z, rows=72
2026-07-07T15:53:41 renewable_percentage: 2022-05-28T00:00:00Z -> 2022-05-31T00:00:00Z, rows=72
2026-07-07T15:53:47 renewable_percentage: 2022-05-31T00:00:00Z -> 2022-06-03T00:00:00Z, rows=72
2026-07-07T15:53:51 renewable_percentage: 2022-06-03T00:00:00Z -> 2022-06-06T00:00:00Z, rows=72
2026-07-07T15:53:57 renewable_percentage: 2022-06-06T00:00:00Z -> 2022-06-09T00:00:00Z, rows=72
2026-07-07T15:54:01 renewable_percentage: 2022-06-09T00:00:00Z -> 2022-06-12T00:00:00Z, rows=72
2026-07-07T15:54:07 renewable_percentage: 2022-06-12T00:00:00Z -> 2022-06-15T00:00:00Z, rows=72
2026-07-07T15:54:13 renewable_percentage: 2022-06-15T00:00:00Z -> 2022-06-18T00:00:00Z, rows=72
2026-07-07T15:54:18 renewable_percentage: 2022-06-18T00:00:00Z -> 2022-06-21T00:00:00Z, rows=72
2026-07-07T15:54:22 renewable_percentage: 2022-06-21T00:00:00Z -> 2022-06-24T00:00:00Z, rows=72
2026-07-07T15:54:26 renewable_percentage: 2022-06-24T00:00:00Z -> 2022-06-27T00:00:00Z, rows=72
2026-07-07T15:54:31 renewable_percentage: 2022-06-27T00:00:00Z -> 2022-06-30T00:00:00Z, rows=72
2026-07-07T15:54:36 renewable_percentage: 2022-06-30T00:00:00Z -> 2022-07-03T00:00:00Z, rows=72
2026-07-07T15:54:41 renewable_percentage: 2022-07-03T00:00:00Z -> 2022-07-06T00:00:00Z, rows=72
2026-07-07T15:54:45 renewable_percentage: 2022-07-06T00:00:00Z -> 2022-07-09T00:00:00Z, rows=72
2026-07-07T15:54:51 renewable_percentage: 2022-07-09T00:00:00Z -> 2022-07-12T00:00:00Z, rows=72
2026-07-07T15:54:55 renewable_percentage: 2022-07-12T00:00:00Z -> 2022-07-15T00:00:00Z, rows=72
2026-07-07T15:55:00 renewable_percentage: 2022-07-15T00:00:00Z -> 2022-07-18T00:00:00Z, rows=72
2026-07-07T15:55:04 renewable_percentage: 2022-07-18T00:00:00Z -> 2022-07-21T00:00:00Z, rows=72
2026-07-07T15:55:09 renewable_percentage: 2022-07-21T00:00:00Z -> 2022-07-24T00:00:00Z, rows=72
2026-07-07T15:55:14 renewable_percentage: 2022-07-24T00:00:00Z -> 2022-07-27T00:00:00Z, rows=72
2026-07-07T15:55:19 renewable_percentage: 2022-07-27T00:00:00Z -> 2022-07-30T00:00:00Z, rows=72
2026-07-07T15:55:24 renewable_percentage: 2022-07-30T00:00:00Z -> 2022-08-02T00:00:00Z, rows=72
2026-07-07T15:55:29 renewable_percentage: 2022-08-02T00:00:00Z -> 2022-08-05T00:00:00Z, rows=72
2026-07-07T15:55:34 renewable_percentage: 2022-08-05T00:00:00Z -> 2022-08-08T00:00:00Z, rows=72
2026-07-07T15:55:39 renewable_percentage: 2022-08-08T00:00:00Z -> 2022-08-11T00:00:00Z, rows=72
2026-07-07T15:55:44 renewable_percentage: 2022-08-11T00:00:00Z -> 2022-08-14T00:00:00Z, rows=72
2026-07-07T15:55:50 renewable_percentage: 2022-08-14T00:00:00Z -> 2022-08-17T00:00:00Z, rows=72
2026-07-07T15:55:55 renewable_percentage: 2022-08-17T00:00:00Z -> 2022-08-20T00:00:00Z, rows=72
2026-07-07T15:56:02 renewable_percentage: 2022-08-20T00:00:00Z -> 2022-08-23T00:00:00Z, rows=72
2026-07-07T15:56:09 renewable_percentage: 2022-08-23T00:00:00Z -> 2022-08-26T00:00:00Z, rows=72
2026-07-07T15:56:14 renewable_percentage: 2022-08-26T00:00:00Z -> 2022-08-29T00:00:00Z, rows=72
2026-07-07T15:56:19 renewable_percentage: 2022-08-29T00:00:00Z -> 2022-09-01T00:00:00Z, rows=72
2026-07-07T15:56:23 renewable_percentage: 2022-09-01T00:00:00Z -> 2022-09-04T00:00:00Z, rows=72
2026-07-07T15:56:27 renewable_percentage: 2022-09-04T00:00:00Z -> 2022-09-07T00:00:00Z, rows=72
2026-07-07T15:56:31 renewable_percentage: 2022-09-07T00:00:00Z -> 2022-09-10T00:00:00Z, rows=72
2026-07-07T15:56:37 renewable_percentage: 2022-09-10T00:00:00Z -> 2022-09-13T00:00:00Z, rows=72
2026-07-07T15:56:42 renewable_percentage: 2022-09-13T00:00:00Z -> 2022-09-16T00:00:00Z, rows=72
2026-07-07T15:56:48 renewable_percentage: 2022-09-16T00:00:00Z -> 2022-09-19T00:00:00Z, rows=72
2026-07-07T15:56:52 renewable_percentage: 2022-09-19T00:00:00Z -> 2022-09-22T00:00:00Z, rows=72
2026-07-07T15:56:56 renewable_percentage: 2022-09-22T00:00:00Z -> 2022-09-25T00:00:00Z, rows=72
2026-07-07T15:57:01 renewable_percentage: 2022-09-25T00:00:00Z -> 2022-09-28T00:00:00Z, rows=72
2026-07-07T15:57:06 renewable_percentage: 2022-09-28T00:00:00Z -> 2022-10-01T00:00:00Z, rows=72
2026-07-07T15:57:13 renewable_percentage: 2022-10-01T00:00:00Z -> 2022-10-04T00:00:00Z, rows=72
2026-07-07T15:57:19 renewable_percentage: 2022-10-04T00:00:00Z -> 2022-10-07T00:00:00Z, rows=72
2026-07-07T15:57:27 renewable_percentage: 2022-10-07T00:00:00Z -> 2022-10-10T00:00:00Z, rows=72
2026-07-07T15:57:31 renewable_percentage: 2022-10-10T00:00:00Z -> 2022-10-13T00:00:00Z, rows=72
2026-07-07T15:57:36 renewable_percentage: 2022-10-13T00:00:00Z -> 2022-10-16T00:00:00Z, rows=72
2026-07-07T15:57:40 renewable_percentage: 2022-10-16T00:00:00Z -> 2022-10-19T00:00:00Z, rows=72
2026-07-07T15:57:44 renewable_percentage: 2022-10-19T00:00:00Z -> 2022-10-22T00:00:00Z, rows=72
2026-07-07T15:57:49 renewable_percentage: 2022-10-22T00:00:00Z -> 2022-10-25T00:00:00Z, rows=72
2026-07-07T15:57:55 renewable_percentage: 2022-10-25T00:00:00Z -> 2022-10-28T00:00:00Z, rows=72
2026-07-07T15:58:00 renewable_percentage: 2022-10-28T00:00:00Z -> 2022-10-31T00:00:00Z, rows=72
2026-07-07T15:58:05 renewable_percentage: 2022-10-31T00:00:00Z -> 2022-11-03T00:00:00Z, rows=72
2026-07-07T15:58:09 renewable_percentage: 2022-11-03T00:00:00Z -> 2022-11-06T00:00:00Z, rows=72
2026-07-07T15:58:15 renewable_percentage: 2022-11-06T00:00:00Z -> 2022-11-09T00:00:00Z, rows=72
2026-07-07T15:58:19 renewable_percentage: 2022-11-09T00:00:00Z -> 2022-11-12T00:00:00Z, rows=72
2026-07-07T15:58:24 renewable_percentage: 2022-11-12T00:00:00Z -> 2022-11-15T00:00:00Z, rows=72
2026-07-07T15:58:28 renewable_percentage: 2022-11-15T00:00:00Z -> 2022-11-18T00:00:00Z, rows=72
2026-07-07T15:58:34 renewable_percentage: 2022-11-18T00:00:00Z -> 2022-11-21T00:00:00Z, rows=72
2026-07-07T15:58:38 renewable_percentage: 2022-11-21T00:00:00Z -> 2022-11-24T00:00:00Z, rows=72
2026-07-07T15:58:43 renewable_percentage: 2022-11-24T00:00:00Z -> 2022-11-27T00:00:00Z, rows=72
2026-07-07T15:58:48 renewable_percentage: 2022-11-27T00:00:00Z -> 2022-11-30T00:00:00Z, rows=72
2026-07-07T15:58:54 renewable_percentage: 2022-11-30T00:00:00Z -> 2022-12-03T00:00:00Z, rows=72
2026-07-07T15:59:03 renewable_percentage: 2022-12-03T00:00:00Z -> 2022-12-06T00:00:00Z, rows=72
2026-07-07T15:59:08 renewable_percentage: 2022-12-06T00:00:00Z -> 2022-12-09T00:00:00Z, rows=72
2026-07-07T15:59:14 renewable_percentage: 2022-12-09T00:00:00Z -> 2022-12-12T00:00:00Z, rows=72
2026-07-07T15:59:21 renewable_percentage: 2022-12-12T00:00:00Z -> 2022-12-15T00:00:00Z, rows=72
2026-07-07T15:59:26 renewable_percentage: 2022-12-15T00:00:00Z -> 2022-12-18T00:00:00Z, rows=72
2026-07-07T15:59:35 renewable_percentage: 2022-12-18T00:00:00Z -> 2022-12-21T00:00:00Z, rows=72
2026-07-07T15:59:47 renewable_percentage: 2022-12-21T00:00:00Z -> 2022-12-24T00:00:00Z, rows=72
2026-07-07T15:59:52 renewable_percentage: 2022-12-24T00:00:00Z -> 2022-12-27T00:00:00Z, rows=72
2026-07-07T15:59:57 renewable_percentage: 2022-12-27T00:00:00Z -> 2022-12-30T00:00:00Z, rows=72
2026-07-07T16:00:07 renewable_percentage: 2022-12-30T00:00:00Z -> 2023-01-02T00:00:00Z, rows=72
2026-07-07T16:00:11 renewable_percentage: 2023-01-02T00:00:00Z -> 2023-01-05T00:00:00Z, rows=72
2026-07-07T16:00:17 renewable_percentage: 2023-01-05T00:00:00Z -> 2023-01-08T00:00:00Z, rows=72
2026-07-07T16:00:21 renewable_percentage: 2023-01-08T00:00:00Z -> 2023-01-11T00:00:00Z, rows=72
2026-07-07T16:00:27 renewable_percentage: 2023-01-11T00:00:00Z -> 2023-01-14T00:00:00Z, rows=72
2026-07-07T16:00:31 renewable_percentage: 2023-01-14T00:00:00Z -> 2023-01-17T00:00:00Z, rows=72
2026-07-07T16:00:36 renewable_percentage: 2023-01-17T00:00:00Z -> 2023-01-20T00:00:00Z, rows=72
2026-07-07T16:00:43 renewable_percentage: 2023-01-20T00:00:00Z -> 2023-01-23T00:00:00Z, rows=72
2026-07-07T16:00:48 renewable_percentage: 2023-01-23T00:00:00Z -> 2023-01-26T00:00:00Z, rows=72
2026-07-07T16:00:53 renewable_percentage: 2023-01-26T00:00:00Z -> 2023-01-29T00:00:00Z, rows=72
2026-07-07T16:00:59 renewable_percentage: 2023-01-29T00:00:00Z -> 2023-02-01T00:00:00Z, rows=72
2026-07-07T16:01:22 renewable_percentage: 2023-02-01T00:00:00Z -> 2023-02-04T00:00:00Z, rows=72
2026-07-07T16:01:28 renewable_percentage: 2023-02-04T00:00:00Z -> 2023-02-07T00:00:00Z, rows=72
2026-07-07T16:01:31 renewable_percentage: 2023-02-07T00:00:00Z -> 2023-02-10T00:00:00Z, rows=72
2026-07-07T16:01:37 renewable_percentage: 2023-02-10T00:00:00Z -> 2023-02-13T00:00:00Z, rows=72
2026-07-07T16:01:41 renewable_percentage: 2023-02-13T00:00:00Z -> 2023-02-16T00:00:00Z, rows=72
2026-07-07T16:01:47 renewable_percentage: 2023-02-16T00:00:00Z -> 2023-02-19T00:00:00Z, rows=72
2026-07-07T16:01:51 renewable_percentage: 2023-02-19T00:00:00Z -> 2023-02-22T00:00:00Z, rows=72
2026-07-07T16:01:56 renewable_percentage: 2023-02-22T00:00:00Z -> 2023-02-25T00:00:00Z, rows=72
2026-07-07T16:02:01 renewable_percentage: 2023-02-25T00:00:00Z -> 2023-02-28T00:00:00Z, rows=72
2026-07-07T16:02:07 renewable_percentage: 2023-02-28T00:00:00Z -> 2023-03-03T00:00:00Z, rows=72
2026-07-07T16:02:11 renewable_percentage: 2023-03-03T00:00:00Z -> 2023-03-06T00:00:00Z, rows=72
2026-07-07T16:02:17 renewable_percentage: 2023-03-06T00:00:00Z -> 2023-03-09T00:00:00Z, rows=72
2026-07-07T16:02:24 renewable_percentage: 2023-03-09T00:00:00Z -> 2023-03-12T00:00:00Z, rows=72
2026-07-07T16:02:30 renewable_percentage: 2023-03-12T00:00:00Z -> 2023-03-15T00:00:00Z, rows=72
2026-07-07T16:02:34 renewable_percentage: 2023-03-15T00:00:00Z -> 2023-03-18T00:00:00Z, rows=72
2026-07-07T16:02:37 renewable_percentage: 2023-03-18T00:00:00Z -> 2023-03-21T00:00:00Z, rows=72
2026-07-07T16:02:42 renewable_percentage: 2023-03-21T00:00:00Z -> 2023-03-24T00:00:00Z, rows=72
2026-07-07T16:02:47 renewable_percentage: 2023-03-24T00:00:00Z -> 2023-03-27T00:00:00Z, rows=72
2026-07-07T16:02:53 renewable_percentage: 2023-03-27T00:00:00Z -> 2023-03-30T00:00:00Z, rows=72
2026-07-07T16:02:58 renewable_percentage: 2023-03-30T00:00:00Z -> 2023-04-02T00:00:00Z, rows=72
2026-07-07T16:03:02 renewable_percentage: 2023-04-02T00:00:00Z -> 2023-04-05T00:00:00Z, rows=72
2026-07-07T16:03:07 renewable_percentage: 2023-04-05T00:00:00Z -> 2023-04-08T00:00:00Z, rows=72
2026-07-07T16:03:21 renewable_percentage: 2023-04-08T00:00:00Z -> 2023-04-11T00:00:00Z, rows=72
2026-07-07T16:03:26 renewable_percentage: 2023-04-11T00:00:00Z -> 2023-04-14T00:00:00Z, rows=72
2026-07-07T16:03:30 renewable_percentage: 2023-04-14T00:00:00Z -> 2023-04-17T00:00:00Z, rows=72
2026-07-07T16:03:36 renewable_percentage: 2023-04-17T00:00:00Z -> 2023-04-20T00:00:00Z, rows=72
2026-07-07T16:03:40 renewable_percentage: 2023-04-20T00:00:00Z -> 2023-04-23T00:00:00Z, rows=72
2026-07-07T16:03:45 renewable_percentage: 2023-04-23T00:00:00Z -> 2023-04-26T00:00:00Z, rows=72
2026-07-07T16:03:53 renewable_percentage: 2023-04-26T00:00:00Z -> 2023-04-29T00:00:00Z, rows=72
2026-07-07T16:03:57 renewable_percentage: 2023-04-29T00:00:00Z -> 2023-05-02T00:00:00Z, rows=72
2026-07-07T16:04:02 renewable_percentage: 2023-05-02T00:00:00Z -> 2023-05-05T00:00:00Z, rows=72
2026-07-07T16:04:07 renewable_percentage: 2023-05-05T00:00:00Z -> 2023-05-08T00:00:00Z, rows=72
2026-07-07T16:04:11 renewable_percentage: 2023-05-08T00:00:00Z -> 2023-05-11T00:00:00Z, rows=72
2026-07-07T16:04:16 renewable_percentage: 2023-05-11T00:00:00Z -> 2023-05-14T00:00:00Z, rows=72
2026-07-07T16:04:20 renewable_percentage: 2023-05-14T00:00:00Z -> 2023-05-17T00:00:00Z, rows=72
2026-07-07T16:04:25 renewable_percentage: 2023-05-17T00:00:00Z -> 2023-05-20T00:00:00Z, rows=72
2026-07-07T16:04:30 renewable_percentage: 2023-05-20T00:00:00Z -> 2023-05-23T00:00:00Z, rows=72
2026-07-07T16:04:35 renewable_percentage: 2023-05-23T00:00:00Z -> 2023-05-26T00:00:00Z, rows=72
2026-07-07T16:04:40 renewable_percentage: 2023-05-26T00:00:00Z -> 2023-05-29T00:00:00Z, rows=72
2026-07-07T16:04:45 renewable_percentage: 2023-05-29T00:00:00Z -> 2023-06-01T00:00:00Z, rows=72
2026-07-07T16:04:50 renewable_percentage: 2023-06-01T00:00:00Z -> 2023-06-04T00:00:00Z, rows=72
2026-07-07T16:04:54 renewable_percentage: 2023-06-04T00:00:00Z -> 2023-06-07T00:00:00Z, rows=72
2026-07-07T16:05:00 renewable_percentage: 2023-06-07T00:00:00Z -> 2023-06-10T00:00:00Z, rows=72
2026-07-07T16:05:05 renewable_percentage: 2023-06-10T00:00:00Z -> 2023-06-13T00:00:00Z, rows=72
2026-07-07T16:05:10 renewable_percentage: 2023-06-13T00:00:00Z -> 2023-06-16T00:00:00Z, rows=72
2026-07-07T16:05:16 renewable_percentage: 2023-06-16T00:00:00Z -> 2023-06-19T00:00:00Z, rows=72
2026-07-07T16:05:22 renewable_percentage: 2023-06-19T00:00:00Z -> 2023-06-22T00:00:00Z, rows=72
2026-07-07T16:05:26 renewable_percentage: 2023-06-22T00:00:00Z -> 2023-06-25T00:00:00Z, rows=72
2026-07-07T16:05:29 renewable_percentage: 2023-06-25T00:00:00Z -> 2023-06-28T00:00:00Z, rows=72
2026-07-07T16:05:37 renewable_percentage: 2023-06-28T00:00:00Z -> 2023-07-01T00:00:00Z, rows=72
2026-07-07T16:05:42 renewable_percentage: 2023-07-01T00:00:00Z -> 2023-07-04T00:00:00Z, rows=72
2026-07-07T16:05:47 renewable_percentage: 2023-07-04T00:00:00Z -> 2023-07-07T00:00:00Z, rows=72
2026-07-07T16:05:53 renewable_percentage: 2023-07-07T00:00:00Z -> 2023-07-10T00:00:00Z, rows=72
2026-07-07T16:05:58 renewable_percentage: 2023-07-10T00:00:00Z -> 2023-07-13T00:00:00Z, rows=72
2026-07-07T16:06:03 renewable_percentage: 2023-07-13T00:00:00Z -> 2023-07-16T00:00:00Z, rows=72
2026-07-07T16:06:07 renewable_percentage: 2023-07-16T00:00:00Z -> 2023-07-19T00:00:00Z, rows=72
2026-07-07T16:06:14 renewable_percentage: 2023-07-19T00:00:00Z -> 2023-07-22T00:00:00Z, rows=72
2026-07-07T16:06:21 renewable_percentage: 2023-07-22T00:00:00Z -> 2023-07-25T00:00:00Z, rows=72
2026-07-07T16:06:25 renewable_percentage: 2023-07-25T00:00:00Z -> 2023-07-28T00:00:00Z, rows=72
2026-07-07T16:06:28 renewable_percentage: 2023-07-28T00:00:00Z -> 2023-07-31T00:00:00Z, rows=72
2026-07-07T16:06:33 renewable_percentage: 2023-07-31T00:00:00Z -> 2023-08-03T00:00:00Z, rows=72
2026-07-07T16:06:38 renewable_percentage: 2023-08-03T00:00:00Z -> 2023-08-06T00:00:00Z, rows=72
2026-07-07T16:06:43 renewable_percentage: 2023-08-06T00:00:00Z -> 2023-08-09T00:00:00Z, rows=72
2026-07-07T16:06:47 renewable_percentage: 2023-08-09T00:00:00Z -> 2023-08-12T00:00:00Z, rows=72
2026-07-07T16:06:53 renewable_percentage: 2023-08-12T00:00:00Z -> 2023-08-15T00:00:00Z, rows=72
2026-07-07T16:06:56 renewable_percentage: 2023-08-15T00:00:00Z -> 2023-08-18T00:00:00Z, rows=72
2026-07-07T16:07:02 renewable_percentage: 2023-08-18T00:00:00Z -> 2023-08-21T00:00:00Z, rows=72
2026-07-07T16:07:07 renewable_percentage: 2023-08-21T00:00:00Z -> 2023-08-24T00:00:00Z, rows=72
2026-07-07T16:07:12 renewable_percentage: 2023-08-24T00:00:00Z -> 2023-08-27T00:00:00Z, rows=72
2026-07-07T16:07:18 renewable_percentage: 2023-08-27T00:00:00Z -> 2023-08-30T00:00:00Z, rows=72
2026-07-07T16:07:23 renewable_percentage: 2023-08-30T00:00:00Z -> 2023-09-02T00:00:00Z, rows=72
2026-07-07T16:07:28 renewable_percentage: 2023-09-02T00:00:00Z -> 2023-09-05T00:00:00Z, rows=72
2026-07-07T16:07:34 renewable_percentage: 2023-09-05T00:00:00Z -> 2023-09-08T00:00:00Z, rows=72
2026-07-07T16:07:38 renewable_percentage: 2023-09-08T00:00:00Z -> 2023-09-11T00:00:00Z, rows=72
2026-07-07T16:07:42 renewable_percentage: 2023-09-11T00:00:00Z -> 2023-09-14T00:00:00Z, rows=72
2026-07-07T16:07:46 renewable_percentage: 2023-09-14T00:00:00Z -> 2023-09-17T00:00:00Z, rows=72
2026-07-07T16:07:50 renewable_percentage: 2023-09-17T00:00:00Z -> 2023-09-20T00:00:00Z, rows=72
2026-07-07T16:07:59 renewable_percentage: 2023-09-20T00:00:00Z -> 2023-09-23T00:00:00Z, rows=72
2026-07-07T16:08:06 renewable_percentage: 2023-09-23T00:00:00Z -> 2023-09-26T00:00:00Z, rows=72
2026-07-07T16:08:11 renewable_percentage: 2023-09-26T00:00:00Z -> 2023-09-29T00:00:00Z, rows=72
2026-07-07T16:08:21 renewable_percentage: 2023-09-29T00:00:00Z -> 2023-10-02T00:00:00Z, rows=72
2026-07-07T16:08:26 renewable_percentage: 2023-10-02T00:00:00Z -> 2023-10-05T00:00:00Z, rows=72
2026-07-07T16:08:30 renewable_percentage: 2023-10-05T00:00:00Z -> 2023-10-08T00:00:00Z, rows=72
2026-07-07T16:08:35 renewable_percentage: 2023-10-08T00:00:00Z -> 2023-10-11T00:00:00Z, rows=72
2026-07-07T16:08:39 renewable_percentage: 2023-10-11T00:00:00Z -> 2023-10-14T00:00:00Z, rows=72
2026-07-07T16:08:44 renewable_percentage: 2023-10-14T00:00:00Z -> 2023-10-17T00:00:00Z, rows=72
2026-07-07T16:08:52 renewable_percentage: 2023-10-17T00:00:00Z -> 2023-10-20T00:00:00Z, rows=72
2026-07-07T16:08:57 renewable_percentage: 2023-10-20T00:00:00Z -> 2023-10-23T00:00:00Z, rows=72
2026-07-07T16:09:03 renewable_percentage: 2023-10-23T00:00:00Z -> 2023-10-26T00:00:00Z, rows=72
2026-07-07T16:09:09 renewable_percentage: 2023-10-26T00:00:00Z -> 2023-10-29T00:00:00Z, rows=72
2026-07-07T16:09:14 renewable_percentage: 2023-10-29T00:00:00Z -> 2023-11-01T00:00:00Z, rows=72
2026-07-07T16:09:19 renewable_percentage: 2023-11-01T00:00:00Z -> 2023-11-04T00:00:00Z, rows=72
2026-07-07T16:09:24 renewable_percentage: 2023-11-04T00:00:00Z -> 2023-11-07T00:00:00Z, rows=72
2026-07-07T16:09:29 renewable_percentage: 2023-11-07T00:00:00Z -> 2023-11-10T00:00:00Z, rows=72
2026-07-07T16:09:34 renewable_percentage: 2023-11-10T00:00:00Z -> 2023-11-13T00:00:00Z, rows=72
2026-07-07T16:09:38 renewable_percentage: 2023-11-13T00:00:00Z -> 2023-11-16T00:00:00Z, rows=72
2026-07-07T16:09:43 renewable_percentage: 2023-11-16T00:00:00Z -> 2023-11-19T00:00:00Z, rows=72
2026-07-07T16:09:46 renewable_percentage: 2023-11-19T00:00:00Z -> 2023-11-22T00:00:00Z, rows=72
2026-07-07T16:09:52 renewable_percentage: 2023-11-22T00:00:00Z -> 2023-11-25T00:00:00Z, rows=72
2026-07-07T16:09:56 renewable_percentage: 2023-11-25T00:00:00Z -> 2023-11-28T00:00:00Z, rows=72
2026-07-07T16:10:02 renewable_percentage: 2023-11-28T00:00:00Z -> 2023-12-01T00:00:00Z, rows=72
2026-07-07T16:10:10 renewable_percentage: 2023-12-01T00:00:00Z -> 2023-12-04T00:00:00Z, rows=72
2026-07-07T16:10:16 renewable_percentage: 2023-12-04T00:00:00Z -> 2023-12-07T00:00:00Z, rows=72
2026-07-07T16:10:21 renewable_percentage: 2023-12-07T00:00:00Z -> 2023-12-10T00:00:00Z, rows=72
2026-07-07T16:10:26 renewable_percentage: 2023-12-10T00:00:00Z -> 2023-12-13T00:00:00Z, rows=72
2026-07-07T16:10:32 renewable_percentage: 2023-12-13T00:00:00Z -> 2023-12-16T00:00:00Z, rows=72
2026-07-07T16:10:36 renewable_percentage: 2023-12-16T00:00:00Z -> 2023-12-19T00:00:00Z, rows=72
2026-07-07T16:10:40 renewable_percentage: 2023-12-19T00:00:00Z -> 2023-12-22T00:00:00Z, rows=72
2026-07-07T16:10:45 renewable_percentage: 2023-12-22T00:00:00Z -> 2023-12-25T00:00:00Z, rows=72
2026-07-07T16:10:53 renewable_percentage: 2023-12-25T00:00:00Z -> 2023-12-28T00:00:00Z, rows=72
2026-07-07T16:11:02 renewable_percentage: 2023-12-28T00:00:00Z -> 2023-12-31T00:00:00Z, rows=72
2026-07-07T16:11:09 renewable_percentage: 2023-12-31T00:00:00Z -> 2024-01-03T00:00:00Z, rows=72
2026-07-07T16:11:15 renewable_percentage: 2024-01-03T00:00:00Z -> 2024-01-06T00:00:00Z, rows=72
