2026-07-11T09:41:37 carbon_intensity: 2020-01-01T00:00:00Z -> 2020-01-04T00:00:00Z, rows=72
2026-07-11T10:33:33 carbon_intensity: 2025-03-29T00:00:00Z -> 2025-04-01T00:00:00Z, rows=72
2026-07-11T10:33:37 carbon_intensity: 2025-04-01T00:00:00Z -> 2025-04-04T00:00:00Z, rows=72
2026-07-11T10:33:41 carbon_intensity: 2025-04-04T00:00:00Z -> 2025-04-07T00:00:00Z, rows=72
2026-07-11T10:33:45 carbon_intensity: 2025-04-07T00:00:00Z -> 2025-04-10T00:00:00Z, rows=72
2026-07-11T10:33:49 carbon_intensity: 2025-04-10T00:00:00Z -> 2025-04-13T00:00:00Z, rows=72
2026-07-11T10:33:54 carbon_intensity: 2025-04-13T00:00:00Z -> 2025-04-16T00:00:00Z, rows=72
2026-07-11T10:33:59 carbon_intensity: 2025-04-16T00:00:00Z -> 2025-04-19T00:00:00Z, rows=72
2026-07-11T10:34:03 carbon_intensity: 2025-04-19T00:00:00Z -> 2025-04-22T00:00:00Z, rows=72
2026-07-11T10:34:07 carbon_intensity: 2025-04-22T00:00:00Z -> 2025-04-25T00:00:00Z, rows=72
2026-07-11T10:34:10 carbon_intensity: 2025-04-25T00:00:00Z -> 2025-04-28T00:00:00Z, rows=72
2026-07-11T10:34:14 carbon_intensity: 2025-04-28T00:00:00Z -> 2025-05-01T00:00:00Z, rows=72
2026-07-11T10:34:19 carbon_intensity: 2025-05-01T00:00:00Z -> 2025-05-04T00:00:00Z, rows=72
2026-07-11T10:34:24 carbon_intensity: 2025-05-04T00:00:00Z -> 2025-05-07T00:00:00Z, rows=72
2026-07-11T10:34:28 carbon_intensity: 2025-05-07T00:00:00Z -> 2025-05-10T00:00:00Z, rows=72
2026-07-11T10:34:33 carbon_intensity: 2025-05-10T00:00:00Z -> 2025-05-13T00:00:00Z, rows=72
2026-07-11T10:34:38 carbon_intensity: 2025-05-13T00:00:00Z -> 2025-05-16T00:00:00Z, rows=72
2026-07-11T10:34:43 carbon_intensity: 2025-05-16T00:00:00Z -> 2025-05-19T00:00:00Z, rows=72
2026-07-11T10:34:48 carbon_intensity: 2025-05-19T00:00:00Z -> 2025-05-22T00:00:00Z, rows=72
2026-07-11T10:35:01 carbon_intensity: 2025-05-22T00:00:00Z -> 2025-05-25T00:00:00Z, rows=72
2026-07-11T10:35:05 carbon_intensity: 2025-05-25T00:00:00Z -> 2025-05-28T00:00:00Z, rows=72
2026-07-11T10:35:14 carbon_intensity: 2025-05-28T00:00:00Z -> 2025-05-31T00:00:00Z, rows=72
2026-07-11T10:35:21 carbon_intensity: 2025-05-31T00:00:00Z -> 2025-06-03T00:00:00Z, rows=72
2026-07-11T10:35:29 carbon_intensity: 2025-06-03T00:00:00Z -> 2025-06-06T00:00:00Z, rows=72
2026-07-11T10:35:33 carbon_intensity: 2025-06-06T00:00:00Z -> 2025-06-09T00:00:00Z, rows=72
2026-07-11T10:35:39 carbon_intensity: 2025-06-09T00:00:00Z -> 2025-06-12T00:00:00Z, rows=72
2026-07-11T10:35:43 carbon_intensity: 2025-06-12T00:00:00Z -> 2025-06-15T00:00:00Z, rows=72
2026-07-11T10:35:50 carbon_intensity: 2025-06-15T00:00:00Z -> 2025-06-18T00:00:00Z, rows=72
2026-07-11T10:36:00 carbon_intensity: 2025-06-18T00:00:00Z -> 2025-06-21T00:00:00Z, rows=72
2026-07-11T10:36:05 carbon_intensity: 2025-06-21T00:00:00Z -> 2025-06-24T00:00:00Z, rows=72
2026-07-11T10:36:14 carbon_intensity: 2025-06-24T00:00:00Z -> 2025-06-27T00:00:00Z, rows=72
2026-07-11T10:36:44 carbon_intensity: 2025-06-27T00:00:00Z -> 2025-06-30T00:00:00Z, rows=72
2026-07-11T10:36:57 carbon_intensity: 2025-06-30T00:00:00Z -> 2025-07-03T00:00:00Z, rows=72
2026-07-11T10:37:09 carbon_intensity: 2025-07-03T00:00:00Z -> 2025-07-06T00:00:00Z, rows=72
2026-07-11T10:37:17 carbon_intensity: 2025-07-06T00:00:00Z -> 2025-07-09T00:00:00Z, rows=72
2026-07-11T10:37:31 carbon_intensity: 2025-07-09T00:00:00Z -> 2025-07-12T00:00:00Z, rows=72
2026-07-11T10:37:40 carbon_intensity: 2025-07-12T00:00:00Z -> 2025-07-15T00:00:00Z, rows=72
2026-07-11T10:37:49 carbon_intensity: 2025-07-15T00:00:00Z -> 2025-07-18T00:00:00Z, rows=72
2026-07-11T10:37:53 carbon_intensity: 2025-07-18T00:00:00Z -> 2025-07-21T00:00:00Z, rows=72
2026-07-11T10:37:57 carbon_intensity: 2025-07-21T00:00:00Z -> 2025-07-24T00:00:00Z, rows=72
2026-07-11T10:38:02 carbon_intensity: 2025-07-24T00:00:00Z -> 2025-07-27T00:00:00Z, rows=72
2026-07-11T10:38:12 carbon_intensity: 2025-07-27T00:00:00Z -> 2025-07-30T00:00:00Z, rows=72
2026-07-11T10:38:20 carbon_intensity: 2025-07-30T00:00:00Z -> 2025-08-02T00:00:00Z, rows=72
2026-07-11T10:38:26 carbon_intensity: 2025-08-02T00:00:00Z -> 2025-08-05T00:00:00Z, rows=72
2026-07-11T10:38:29 carbon_intensity: 2025-08-05T00:00:00Z -> 2025-08-08T00:00:00Z, rows=72
2026-07-11T10:38:33 carbon_intensity: 2025-08-08T00:00:00Z -> 2025-08-11T00:00:00Z, rows=72
2026-07-11T10:38:37 carbon_intensity: 2025-08-11T00:00:00Z -> 2025-08-14T00:00:00Z, rows=72
2026-07-11T10:38:42 carbon_intensity: 2025-08-14T00:00:00Z -> 2025-08-17T00:00:00Z, rows=72
2026-07-11T10:38:46 carbon_intensity: 2025-08-17T00:00:00Z -> 2025-08-20T00:00:00Z, rows=72
2026-07-11T10:38:50 carbon_intensity: 2025-08-20T00:00:00Z -> 2025-08-23T00:00:00Z, rows=72
2026-07-11T10:38:54 carbon_intensity: 2025-08-23T00:00:00Z -> 2025-08-26T00:00:00Z, rows=72
2026-07-11T10:38:58 carbon_intensity: 2025-08-26T00:00:00Z -> 2025-08-29T00:00:00Z, rows=72
2026-07-11T10:39:02 carbon_intensity: 2025-08-29T00:00:00Z -> 2025-09-01T00:00:00Z, rows=72
2026-07-11T10:39:08 carbon_intensity: 2025-09-01T00:00:00Z -> 2025-09-04T00:00:00Z, rows=72
2026-07-11T10:39:14 carbon_intensity: 2025-09-04T00:00:00Z -> 2025-09-07T00:00:00Z, rows=72
2026-07-11T10:39:18 carbon_intensity: 2025-09-07T00:00:00Z -> 2025-09-10T00:00:00Z, rows=72
2026-07-11T10:39:21 carbon_intensity: 2025-09-10T00:00:00Z -> 2025-09-13T00:00:00Z, rows=72
2026-07-11T10:39:26 carbon_intensity: 2025-09-13T00:00:00Z -> 2025-09-16T00:00:00Z, rows=72
2026-07-11T10:39:31 carbon_intensity: 2025-09-16T00:00:00Z -> 2025-09-19T00:00:00Z, rows=72
2026-07-11T10:39:36 carbon_intensity: 2025-09-19T00:00:00Z -> 2025-09-22T00:00:00Z, rows=72
2026-07-11T10:39:40 carbon_intensity: 2025-09-22T00:00:00Z -> 2025-09-25T00:00:00Z, rows=72
2026-07-11T10:39:44 carbon_intensity: 2025-09-25T00:00:00Z -> 2025-09-28T00:00:00Z, rows=72
2026-07-11T10:39:48 carbon_intensity: 2025-09-28T00:00:00Z -> 2025-10-01T00:00:00Z, rows=72
2026-07-11T10:39:52 carbon_intensity: 2025-10-01T00:00:00Z -> 2025-10-04T00:00:00Z, rows=72
2026-07-11T10:39:56 carbon_intensity: 2025-10-04T00:00:00Z -> 2025-10-07T00:00:00Z, rows=72
2026-07-11T10:40:01 carbon_intensity: 2025-10-07T00:00:00Z -> 2025-10-10T00:00:00Z, rows=72
2026-07-11T10:40:07 carbon_intensity: 2025-10-10T00:00:00Z -> 2025-10-13T00:00:00Z, rows=72
2026-07-11T10:40:11 carbon_intensity: 2025-10-13T00:00:00Z -> 2025-10-16T00:00:00Z, rows=72
2026-07-11T10:40:15 carbon_intensity: 2025-10-16T00:00:00Z -> 2025-10-19T00:00:00Z, rows=72
2026-07-11T10:40:20 carbon_intensity: 2025-10-19T00:00:00Z -> 2025-10-22T00:00:00Z, rows=72
2026-07-11T10:40:24 carbon_intensity: 2025-10-22T00:00:00Z -> 2025-10-25T00:00:00Z, rows=72
2026-07-11T10:40:29 carbon_intensity: 2025-10-25T00:00:00Z -> 2025-10-28T00:00:00Z, rows=72
2026-07-11T10:40:33 carbon_intensity: 2025-10-28T00:00:00Z -> 2025-10-31T00:00:00Z, rows=72
2026-07-11T10:40:37 carbon_intensity: 2025-10-31T00:00:00Z -> 2025-11-03T00:00:00Z, rows=72
2026-07-11T10:40:42 carbon_intensity: 2025-11-03T00:00:00Z -> 2025-11-06T00:00:00Z, rows=72
2026-07-11T10:40:45 carbon_intensity: 2025-11-06T00:00:00Z -> 2025-11-09T00:00:00Z, rows=72
2026-07-11T10:40:49 carbon_intensity: 2025-11-09T00:00:00Z -> 2025-11-12T00:00:00Z, rows=72
2026-07-11T10:40:53 carbon_intensity: 2025-11-12T00:00:00Z -> 2025-11-15T00:00:00Z, rows=72
2026-07-11T10:40:57 carbon_intensity: 2025-11-15T00:00:00Z -> 2025-11-18T00:00:00Z, rows=72
2026-07-11T10:41:01 carbon_intensity: 2025-11-18T00:00:00Z -> 2025-11-21T00:00:00Z, rows=72
2026-07-11T10:41:05 carbon_intensity: 2025-11-21T00:00:00Z -> 2025-11-24T00:00:00Z, rows=72
2026-07-11T10:41:09 carbon_intensity: 2025-11-24T00:00:00Z -> 2025-11-27T00:00:00Z, rows=72
2026-07-11T10:41:14 carbon_intensity: 2025-11-27T00:00:00Z -> 2025-11-30T00:00:00Z, rows=72
2026-07-11T10:41:18 carbon_intensity: 2025-11-30T00:00:00Z -> 2025-12-03T00:00:00Z, rows=72
2026-07-11T10:41:22 carbon_intensity: 2025-12-03T00:00:00Z -> 2025-12-06T00:00:00Z, rows=72
2026-07-11T10:41:26 carbon_intensity: 2025-12-06T00:00:00Z -> 2025-12-09T00:00:00Z, rows=72
2026-07-11T10:41:31 carbon_intensity: 2025-12-09T00:00:00Z -> 2025-12-12T00:00:00Z, rows=72
2026-07-11T10:41:34 carbon_intensity: 2025-12-12T00:00:00Z -> 2025-12-15T00:00:00Z, rows=72
2026-07-11T10:41:38 carbon_intensity: 2025-12-15T00:00:00Z -> 2025-12-18T00:00:00Z, rows=72
2026-07-11T10:41:44 carbon_intensity: 2025-12-18T00:00:00Z -> 2025-12-21T00:00:00Z, rows=72
2026-07-11T10:41:47 carbon_intensity: 2025-12-21T00:00:00Z -> 2025-12-24T00:00:00Z, rows=72
2026-07-11T10:41:51 carbon_intensity: 2025-12-24T00:00:00Z -> 2025-12-27T00:00:00Z, rows=72
2026-07-11T10:41:55 carbon_intensity: 2025-12-27T00:00:00Z -> 2025-12-30T00:00:00Z, rows=72
2026-07-11T10:41:59 carbon_intensity: 2025-12-30T00:00:00Z -> 2026-01-01T00:00:00Z, rows=48
2026-07-11T10:42:05 renewable_percentage: 2020-01-01T00:00:00Z -> 2020-01-04T00:00:00Z, rows=72
2026-07-11T10:42:09 renewable_percentage: 2020-01-04T00:00:00Z -> 2020-01-07T00:00:00Z, rows=72
2026-07-11T10:42:13 renewable_percentage: 2020-01-07T00:00:00Z -> 2020-01-10T00:00:00Z, rows=72
2026-07-11T10:42:17 renewable_percentage: 2020-01-10T00:00:00Z -> 2020-01-13T00:00:00Z, rows=72
2026-07-11T10:42:20 renewable_percentage: 2020-01-13T00:00:00Z -> 2020-01-16T00:00:00Z, rows=72
2026-07-11T10:42:25 renewable_percentage: 2020-01-16T00:00:00Z -> 2020-01-19T00:00:00Z, rows=72
2026-07-11T10:42:28 renewable_percentage: 2020-01-19T00:00:00Z -> 2020-01-22T00:00:00Z, rows=72
2026-07-11T10:42:33 renewable_percentage: 2020-01-22T00:00:00Z -> 2020-01-25T00:00:00Z, rows=72
2026-07-11T10:42:37 renewable_percentage: 2020-01-25T00:00:00Z -> 2020-01-28T00:00:00Z, rows=72
2026-07-11T10:42:40 renewable_percentage: 2020-01-28T00:00:00Z -> 2020-01-31T00:00:00Z, rows=72
2026-07-11T10:42:44 renewable_percentage: 2020-01-31T00:00:00Z -> 2020-02-03T00:00:00Z, rows=72
2026-07-11T10:42:49 renewable_percentage: 2020-02-03T00:00:00Z -> 2020-02-06T00:00:00Z, rows=72
2026-07-11T10:42:53 renewable_percentage: 2020-02-06T00:00:00Z -> 2020-02-09T00:00:00Z, rows=72
2026-07-11T10:42:57 renewable_percentage: 2020-02-09T00:00:00Z -> 2020-02-12T00:00:00Z, rows=72
2026-07-11T10:43:02 renewable_percentage: 2020-02-12T00:00:00Z -> 2020-02-15T00:00:00Z, rows=72
2026-07-11T10:43:06 renewable_percentage: 2020-02-15T00:00:00Z -> 2020-02-18T00:00:00Z, rows=72
2026-07-11T10:43:09 renewable_percentage: 2020-02-18T00:00:00Z -> 2020-02-21T00:00:00Z, rows=72
2026-07-11T10:43:13 renewable_percentage: 2020-02-21T00:00:00Z -> 2020-02-24T00:00:00Z, rows=72
2026-07-11T10:43:16 renewable_percentage: 2020-02-24T00:00:00Z -> 2020-02-27T00:00:00Z, rows=72
2026-07-11T10:43:20 renewable_percentage: 2020-02-27T00:00:00Z -> 2020-03-01T00:00:00Z, rows=72
2026-07-11T10:43:25 renewable_percentage: 2020-03-01T00:00:00Z -> 2020-03-04T00:00:00Z, rows=72
2026-07-11T10:43:30 renewable_percentage: 2020-03-04T00:00:00Z -> 2020-03-07T00:00:00Z, rows=72
2026-07-11T10:43:33 renewable_percentage: 2020-03-07T00:00:00Z -> 2020-03-10T00:00:00Z, rows=72
2026-07-11T10:43:37 renewable_percentage: 2020-03-10T00:00:00Z -> 2020-03-13T00:00:00Z, rows=72
2026-07-11T10:43:42 renewable_percentage: 2020-03-13T00:00:00Z -> 2020-03-16T00:00:00Z, rows=72
2026-07-11T10:43:46 renewable_percentage: 2020-03-16T00:00:00Z -> 2020-03-19T00:00:00Z, rows=72
2026-07-11T10:43:51 renewable_percentage: 2020-03-19T00:00:00Z -> 2020-03-22T00:00:00Z, rows=72
2026-07-11T10:43:56 renewable_percentage: 2020-03-22T00:00:00Z -> 2020-03-25T00:00:00Z, rows=72
2026-07-11T10:43:59 renewable_percentage: 2020-03-25T00:00:00Z -> 2020-03-28T00:00:00Z, rows=72
2026-07-11T10:44:03 renewable_percentage: 2020-03-28T00:00:00Z -> 2020-03-31T00:00:00Z, rows=72
2026-07-11T10:44:07 renewable_percentage: 2020-03-31T00:00:00Z -> 2020-04-03T00:00:00Z, rows=72
2026-07-11T10:44:11 renewable_percentage: 2020-04-03T00:00:00Z -> 2020-04-06T00:00:00Z, rows=72
2026-07-11T10:44:15 renewable_percentage: 2020-04-06T00:00:00Z -> 2020-04-09T00:00:00Z, rows=72
2026-07-11T10:44:18 renewable_percentage: 2020-04-09T00:00:00Z -> 2020-04-12T00:00:00Z, rows=72
2026-07-11T10:44:21 renewable_percentage: 2020-04-12T00:00:00Z -> 2020-04-15T00:00:00Z, rows=72
2026-07-11T10:44:26 renewable_percentage: 2020-04-15T00:00:00Z -> 2020-04-18T00:00:00Z, rows=72
2026-07-11T10:44:29 renewable_percentage: 2020-04-18T00:00:00Z -> 2020-04-21T00:00:00Z, rows=72
2026-07-11T10:44:33 renewable_percentage: 2020-04-21T00:00:00Z -> 2020-04-24T00:00:00Z, rows=72
2026-07-11T10:44:37 renewable_percentage: 2020-04-24T00:00:00Z -> 2020-04-27T00:00:00Z, rows=72
2026-07-11T10:44:41 renewable_percentage: 2020-04-27T00:00:00Z -> 2020-04-30T00:00:00Z, rows=72
2026-07-11T10:44:45 renewable_percentage: 2020-04-30T00:00:00Z -> 2020-05-03T00:00:00Z, rows=72
2026-07-11T10:44:50 renewable_percentage: 2020-05-03T00:00:00Z -> 2020-05-06T00:00:00Z, rows=72
2026-07-11T10:44:55 renewable_percentage: 2020-05-06T00:00:00Z -> 2020-05-09T00:00:00Z, rows=72
2026-07-11T10:44:59 renewable_percentage: 2020-05-09T00:00:00Z -> 2020-05-12T00:00:00Z, rows=72
2026-07-11T10:45:03 renewable_percentage: 2020-05-12T00:00:00Z -> 2020-05-15T00:00:00Z, rows=72
2026-07-11T10:45:07 renewable_percentage: 2020-05-15T00:00:00Z -> 2020-05-18T00:00:00Z, rows=72
2026-07-11T10:45:10 renewable_percentage: 2020-05-18T00:00:00Z -> 2020-05-21T00:00:00Z, rows=72
2026-07-11T10:45:14 renewable_percentage: 2020-05-21T00:00:00Z -> 2020-05-24T00:00:00Z, rows=72
2026-07-11T10:45:18 renewable_percentage: 2020-05-24T00:00:00Z -> 2020-05-27T00:00:00Z, rows=72
2026-07-11T10:45:23 renewable_percentage: 2020-05-27T00:00:00Z -> 2020-05-30T00:00:00Z, rows=72
2026-07-11T10:45:26 renewable_percentage: 2020-05-30T00:00:00Z -> 2020-06-02T00:00:00Z, rows=72
2026-07-11T10:45:30 renewable_percentage: 2020-06-02T00:00:00Z -> 2020-06-05T00:00:00Z, rows=72
2026-07-11T10:45:35 renewable_percentage: 2020-06-05T00:00:00Z -> 2020-06-08T00:00:00Z, rows=72
2026-07-11T10:45:38 renewable_percentage: 2020-06-08T00:00:00Z -> 2020-06-11T00:00:00Z, rows=72
2026-07-11T10:45:42 renewable_percentage: 2020-06-11T00:00:00Z -> 2020-06-14T00:00:00Z, rows=72
2026-07-11T10:45:47 renewable_percentage: 2020-06-14T00:00:00Z -> 2020-06-17T00:00:00Z, rows=72
2026-07-11T10:45:51 renewable_percentage: 2020-06-17T00:00:00Z -> 2020-06-20T00:00:00Z, rows=72
2026-07-11T10:45:56 renewable_percentage: 2020-06-20T00:00:00Z -> 2020-06-23T00:00:00Z, rows=72
2026-07-11T10:45:59 renewable_percentage: 2020-06-23T00:00:00Z -> 2020-06-26T00:00:00Z, rows=72
2026-07-11T10:46:04 renewable_percentage: 2020-06-26T00:00:00Z -> 2020-06-29T00:00:00Z, rows=72
2026-07-11T10:46:07 renewable_percentage: 2020-06-29T00:00:00Z -> 2020-07-02T00:00:00Z, rows=72
2026-07-11T10:46:11 renewable_percentage: 2020-07-02T00:00:00Z -> 2020-07-05T00:00:00Z, rows=72
2026-07-11T10:46:15 renewable_percentage: 2020-07-05T00:00:00Z -> 2020-07-08T00:00:00Z, rows=72
2026-07-11T10:46:18 renewable_percentage: 2020-07-08T00:00:00Z -> 2020-07-11T00:00:00Z, rows=72
2026-07-11T10:46:23 renewable_percentage: 2020-07-11T00:00:00Z -> 2020-07-14T00:00:00Z, rows=72
2026-07-11T10:46:26 renewable_percentage: 2020-07-14T00:00:00Z -> 2020-07-17T00:00:00Z, rows=72
2026-07-11T10:46:29 renewable_percentage: 2020-07-17T00:00:00Z -> 2020-07-20T00:00:00Z, rows=72
2026-07-11T10:46:34 renewable_percentage: 2020-07-20T00:00:00Z -> 2020-07-23T00:00:00Z, rows=72
2026-07-11T10:46:39 renewable_percentage: 2020-07-23T00:00:00Z -> 2020-07-26T00:00:00Z, rows=72
2026-07-11T10:46:42 renewable_percentage: 2020-07-26T00:00:00Z -> 2020-07-29T00:00:00Z, rows=72
2026-07-11T10:46:47 renewable_percentage: 2020-07-29T00:00:00Z -> 2020-08-01T00:00:00Z, rows=72
2026-07-11T10:46:50 renewable_percentage: 2020-08-01T00:00:00Z -> 2020-08-04T00:00:00Z, rows=72
2026-07-11T10:46:55 renewable_percentage: 2020-08-04T00:00:00Z -> 2020-08-07T00:00:00Z, rows=72
2026-07-11T10:46:58 renewable_percentage: 2020-08-07T00:00:00Z -> 2020-08-10T00:00:00Z, rows=72
2026-07-11T10:47:02 renewable_percentage: 2020-08-10T00:00:00Z -> 2020-08-13T00:00:00Z, rows=72
2026-07-11T10:47:07 renewable_percentage: 2020-08-13T00:00:00Z -> 2020-08-16T00:00:00Z, rows=72
2026-07-11T10:47:12 renewable_percentage: 2020-08-16T00:00:00Z -> 2020-08-19T00:00:00Z, rows=72
2026-07-11T10:47:17 renewable_percentage: 2020-08-19T00:00:00Z -> 2020-08-22T00:00:00Z, rows=72
2026-07-11T10:47:22 renewable_percentage: 2020-08-22T00:00:00Z -> 2020-08-25T00:00:00Z, rows=72
2026-07-11T10:47:25 renewable_percentage: 2020-08-25T00:00:00Z -> 2020-08-28T00:00:00Z, rows=72
2026-07-11T10:47:28 renewable_percentage: 2020-08-28T00:00:00Z -> 2020-08-31T00:00:00Z, rows=72
2026-07-11T10:47:33 renewable_percentage: 2020-08-31T00:00:00Z -> 2020-09-03T00:00:00Z, rows=72
2026-07-11T10:47:38 renewable_percentage: 2020-09-03T00:00:00Z -> 2020-09-06T00:00:00Z, rows=72
2026-07-11T10:47:41 renewable_percentage: 2020-09-06T00:00:00Z -> 2020-09-09T00:00:00Z, rows=72
2026-07-11T10:47:46 renewable_percentage: 2020-09-09T00:00:00Z -> 2020-09-12T00:00:00Z, rows=72
2026-07-11T10:47:50 renewable_percentage: 2020-09-12T00:00:00Z -> 2020-09-15T00:00:00Z, rows=72
2026-07-11T10:47:54 renewable_percentage: 2020-09-15T00:00:00Z -> 2020-09-18T00:00:00Z, rows=72
2026-07-11T10:47:59 renewable_percentage: 2020-09-18T00:00:00Z -> 2020-09-21T00:00:00Z, rows=72
2026-07-11T10:48:02 renewable_percentage: 2020-09-21T00:00:00Z -> 2020-09-24T00:00:00Z, rows=72
2026-07-11T10:48:06 renewable_percentage: 2020-09-24T00:00:00Z -> 2020-09-27T00:00:00Z, rows=72
2026-07-11T10:48:09 renewable_percentage: 2020-09-27T00:00:00Z -> 2020-09-30T00:00:00Z, rows=72
2026-07-11T10:48:13 renewable_percentage: 2020-09-30T00:00:00Z -> 2020-10-03T00:00:00Z, rows=72
2026-07-11T10:48:18 renewable_percentage: 2020-10-03T00:00:00Z -> 2020-10-06T00:00:00Z, rows=72
2026-07-11T10:48:22 renewable_percentage: 2020-10-06T00:00:00Z -> 2020-10-09T00:00:00Z, rows=72
2026-07-11T10:48:25 renewable_percentage: 2020-10-09T00:00:00Z -> 2020-10-12T00:00:00Z, rows=72
2026-07-11T10:48:29 renewable_percentage: 2020-10-12T00:00:00Z -> 2020-10-15T00:00:00Z, rows=72
2026-07-11T10:48:33 renewable_percentage: 2020-10-15T00:00:00Z -> 2020-10-18T00:00:00Z, rows=72
2026-07-11T10:48:37 renewable_percentage: 2020-10-18T00:00:00Z -> 2020-10-21T00:00:00Z, rows=72
2026-07-11T10:48:41 renewable_percentage: 2020-10-21T00:00:00Z -> 2020-10-24T00:00:00Z, rows=72
2026-07-11T10:48:44 renewable_percentage: 2020-10-24T00:00:00Z -> 2020-10-27T00:00:00Z, rows=72
2026-07-11T10:48:48 renewable_percentage: 2020-10-27T00:00:00Z -> 2020-10-30T00:00:00Z, rows=72
2026-07-11T10:48:53 renewable_percentage: 2020-10-30T00:00:00Z -> 2020-11-02T00:00:00Z, rows=72
2026-07-11T10:48:56 renewable_percentage: 2020-11-02T00:00:00Z -> 2020-11-05T00:00:00Z, rows=72
2026-07-11T10:49:01 renewable_percentage: 2020-11-05T00:00:00Z -> 2020-11-08T00:00:00Z, rows=72
2026-07-11T10:49:05 renewable_percentage: 2020-11-08T00:00:00Z -> 2020-11-11T00:00:00Z, rows=72
2026-07-11T10:49:08 renewable_percentage: 2020-11-11T00:00:00Z -> 2020-11-14T00:00:00Z, rows=72
2026-07-11T10:49:12 renewable_percentage: 2020-11-14T00:00:00Z -> 2020-11-17T00:00:00Z, rows=72
2026-07-11T10:49:17 renewable_percentage: 2020-11-17T00:00:00Z -> 2020-11-20T00:00:00Z, rows=72
2026-07-11T10:49:21 renewable_percentage: 2020-11-20T00:00:00Z -> 2020-11-23T00:00:00Z, rows=72
2026-07-11T10:49:26 renewable_percentage: 2020-11-23T00:00:00Z -> 2020-11-26T00:00:00Z, rows=72
2026-07-11T10:49:31 renewable_percentage: 2020-11-26T00:00:00Z -> 2020-11-29T00:00:00Z, rows=72
2026-07-11T10:49:35 renewable_percentage: 2020-11-29T00:00:00Z -> 2020-12-02T00:00:00Z, rows=72
2026-07-11T10:49:40 renewable_percentage: 2020-12-02T00:00:00Z -> 2020-12-05T00:00:00Z, rows=72
2026-07-11T10:49:44 renewable_percentage: 2020-12-05T00:00:00Z -> 2020-12-08T00:00:00Z, rows=72
2026-07-11T10:49:48 renewable_percentage: 2020-12-08T00:00:00Z -> 2020-12-11T00:00:00Z, rows=72
2026-07-11T10:49:53 renewable_percentage: 2020-12-11T00:00:00Z -> 2020-12-14T00:00:00Z, rows=72
2026-07-11T10:49:57 renewable_percentage: 2020-12-14T00:00:00Z -> 2020-12-17T00:00:00Z, rows=72
2026-07-11T10:50:01 renewable_percentage: 2020-12-17T00:00:00Z -> 2020-12-20T00:00:00Z, rows=72
2026-07-11T10:50:04 renewable_percentage: 2020-12-20T00:00:00Z -> 2020-12-23T00:00:00Z, rows=72
2026-07-11T10:50:08 renewable_percentage: 2020-12-23T00:00:00Z -> 2020-12-26T00:00:00Z, rows=72
2026-07-11T10:50:11 renewable_percentage: 2020-12-26T00:00:00Z -> 2020-12-29T00:00:00Z, rows=72
2026-07-11T10:50:16 renewable_percentage: 2020-12-29T00:00:00Z -> 2021-01-01T00:00:00Z, rows=72
2026-07-11T10:50:22 renewable_percentage: 2021-01-01T00:00:00Z -> 2021-01-04T00:00:00Z, rows=72
2026-07-11T10:50:26 renewable_percentage: 2021-01-04T00:00:00Z -> 2021-01-07T00:00:00Z, rows=72
2026-07-11T10:50:31 renewable_percentage: 2021-01-07T00:00:00Z -> 2021-01-10T00:00:00Z, rows=72
2026-07-11T10:50:34 renewable_percentage: 2021-01-10T00:00:00Z -> 2021-01-13T00:00:00Z, rows=72
2026-07-11T10:50:39 renewable_percentage: 2021-01-13T00:00:00Z -> 2021-01-16T00:00:00Z, rows=72
2026-07-11T10:50:43 renewable_percentage: 2021-01-16T00:00:00Z -> 2021-01-19T00:00:00Z, rows=72
2026-07-11T10:50:47 renewable_percentage: 2021-01-19T00:00:00Z -> 2021-01-22T00:00:00Z, rows=72
2026-07-11T10:50:51 renewable_percentage: 2021-01-22T00:00:00Z -> 2021-01-25T00:00:00Z, rows=72
2026-07-11T10:50:54 renewable_percentage: 2021-01-25T00:00:00Z -> 2021-01-28T00:00:00Z, rows=72
2026-07-11T10:50:58 renewable_percentage: 2021-01-28T00:00:00Z -> 2021-01-31T00:00:00Z, rows=72
2026-07-11T10:51:03 renewable_percentage: 2021-01-31T00:00:00Z -> 2021-02-03T00:00:00Z, rows=72
2026-07-11T10:51:06 renewable_percentage: 2021-02-03T00:00:00Z -> 2021-02-06T00:00:00Z, rows=72
2026-07-11T10:51:10 renewable_percentage: 2021-02-06T00:00:00Z -> 2021-02-09T00:00:00Z, rows=72
2026-07-11T10:51:15 renewable_percentage: 2021-02-09T00:00:00Z -> 2021-02-12T00:00:00Z, rows=72
2026-07-11T10:51:18 renewable_percentage: 2021-02-12T00:00:00Z -> 2021-02-15T00:00:00Z, rows=72
2026-07-11T10:51:23 renewable_percentage: 2021-02-15T00:00:00Z -> 2021-02-18T00:00:00Z, rows=72
2026-07-11T10:51:28 renewable_percentage: 2021-02-18T00:00:00Z -> 2021-02-21T00:00:00Z, rows=72
2026-07-11T10:51:32 renewable_percentage: 2021-02-21T00:00:00Z -> 2021-02-24T00:00:00Z, rows=72
2026-07-11T10:51:36 renewable_percentage: 2021-02-24T00:00:00Z -> 2021-02-27T00:00:00Z, rows=72
2026-07-11T10:51:40 renewable_percentage: 2021-02-27T00:00:00Z -> 2021-03-02T00:00:00Z, rows=72
2026-07-11T10:51:46 renewable_percentage: 2021-03-02T00:00:00Z -> 2021-03-05T00:00:00Z, rows=72
